#v110,,,,新增,新增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用类型ID,掉落货币数值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,背包名称,角色,颜色,装备类别,装备类别2,最小物防,最大物防,最小魔防,最大魔防,最小物理攻击,最大物理攻击,最小魔法攻击,最大魔法攻击,最小道术攻击,最大道术攻击,幸运,准确,闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,暴击率,暴击力,掉落守护,等级限制,出售价格,转生等级限制,品质,职业,性别,帮会捐献值,摧毁提示,装备内功,回收金币,回收经验,回收朱雀,回收元宝,是否可使用,能否摧毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径,绑定类型,一键使用,礼包id,特殊属性表id,外观资源,贵重物品,物防附加值,魔防附加值,物理攻击附加值,魔法攻击附加值,道术攻击附加值,准确附加值,闪避附加值,HP上限附加最大值,MP上限附加最大值,暴击几率附加最大值,暴击力附加最大值,韧性附加最大值,附加值最小个数,附加值最大个数,物品爆率权重,装备套装ID,套装属性描述,触发BUFF ID,装备种类,神装动画名称,非消耗类道具使用功能ID,掉落是否公告,无极属性特殊属性表ID
#type_id,sub_type,icon_id,name,name,0,color,equip_type,equip_type2,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔法攻击）,mc2,sc（道术攻击）,sc2,luck,accuracy,dodge,max_hp,max_mp,max_hp_pres,max_mp_pres,baoji_prob,baoji_pres,drop_luck,needlevel,price,need_zslevel,equip_level,job,gender,equip_contribute,destory_show,add_power,recycle_money,recycle_exp,recycle_xuefu,,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source,bind_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12102097,1,12101097,王★溯流戒,元·6重,0,6,7,8,391,469,512,653,0,0,630,1138,0,0,0,125,137,3556,0,0,0,0,0,0,80,0,6,6,101,0,375000,1,0,0,0,0,720,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,64,0,28,28,0,0,10,302,0,1,3,100,0,0,,2,,,1,
12102098,1,12101098,王★溯流腰,元·6重,0,6,10,0,301,360,394,502,0,0,485,876,0,0,0,125,137,3556,0,0,0,0,0,0,80,0,6,6,101,0,375000,1,0,0,0,0,720,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,44,44,0,0,0,0,0,760,1140,0,0,9,1,3,100,0,0,,2,,,1,
12102099,1,12101099,王★溯流靴,元·6重,0,6,9,0,301,360,394,502,0,0,485,876,0,0,0,125,137,3556,0,0,0,0,0,0,80,0,6,6,101,0,375000,1,0,0,0,0,720,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,31,31,0,0,0,0,16,760,1140,0,0,0,1,3,100,0,0,,2,,,1,
12102100,1,12101100,王★天伤青岚,元·7重,0,6,1,0,0,0,0,0,0,0,2428,4382,0,0,0,576,0,8125,0,0,0,0,0,0,80,0,7,6,101,0,1500000,1,0,0,0,0,2400,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610025,1,0,0,0,414,0,57,0,0,0,19,583,28,1,4,100,0,0,,2,,,1,
12102101,1,12101101,王★天伤铠(男),元·7重,0,6,3,0,723,866,947,1207,0,0,1164,2102,0,0,0,180,198,6093,0,0,0,0,0,0,80,0,7,6,101,200,975000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610024,1,181,181,0,0,0,0,0,2143,3213,0,0,26,1,4,100,0,0,,2,,,1,
12102102,1,12101102,王★天伤衣(女),元·7重,0,6,3,0,723,866,947,1207,0,0,1164,2102,0,0,0,180,198,6093,0,0,0,0,0,0,80,0,7,6,101,201,975000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610024,1,193,193,0,0,0,0,0,2143,3213,0,0,26,1,4,100,0,0,,2,,,1,
12102103,1,12101103,王★天伤盔,元·8重,0,6,2,0,542,649,710,904,0,0,873,1576,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,103,103,0,0,0,0,0,1994,2992,0,0,24,1,4,100,0,0,,2,,,1,
12102104,1,12101104,王★天伤链,元·8重,0,6,4,0,0,0,0,0,0,0,1577,2847,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,40,40,0,0,0,0,0,1994,2992,0,0,24,1,4,100,0,0,,2,,,1,
12102105,1,12101105,王★天伤镯,元·8重,0,6,5,6,497,595,652,830,0,0,801,1445,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,210,0,48,48,0,0,16,496,0,1,4,100,0,0,,2,,,1,
12102106,1,12101106,王★天伤戒,元·8重,0,6,7,8,588,704,770,980,0,0,946,1709,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,104,0,48,48,0,0,16,496,0,1,4,100,0,0,,2,,,1,
12102107,1,12101107,王★天伤带,元·8重,0,6,10,0,451,541,591,754,0,0,727,1314,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,72,72,0,0,0,0,0,1245,1869,0,0,15,1,4,100,0,0,,2,,,1,
12102108,1,12101108,王★天伤靴,元·8重,0,6,9,0,451,541,591,754,0,0,727,1314,0,0,0,150,165,4061,0,0,0,0,0,0,80,0,8,6,101,0,750000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,51,51,0,0,0,0,28,1245,1869,0,0,0,1,4,100,0,0,,2,,,1,
12102109,1,12101109,王★梵天冥,元·9重,0,6,1,0,0,0,0,0,0,0,3642,6574,0,0,0,672,0,9126,0,0,0,0,0,0,80,0,9,6,101,0,3375000,1,0,0,0,0,4800,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610031,1,0,0,0,686,0,93,0,0,0,31,957,47,2,5,100,0,0,,2,,,1,
12102110,1,11101110,王★梵天法袍(男),元·9重,0,6,3,0,1086,1300,1422,1810,0,0,1747,3154,0,0,0,210,231,6843,0,0,0,0,0,0,80,0,9,6,101,200,2139750,1,0,0,0,0,3840,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610030,1,300,300,0,0,0,0,0,3511,5268,0,0,43,2,5,100,0,0,,2,,,1,
12102111,1,11101111,王★梵天法衣(女),元·9重,0,6,3,0,1086,1300,1422,1810,0,0,1747,3154,0,0,0,210,231,6843,0,0,0,0,0,0,80,0,9,6,101,201,2139750,1,0,0,0,0,3840,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610030,1,321,321,0,0,0,0,0,3511,5268,0,0,43,2,5,100,0,0,,2,,,1,
12102112,1,12101112,王★梵天法冠,元·10重,0,6,2,0,814,974,1067,1358,0,0,1311,2366,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,168,168,0,0,0,0,0,3268,4905,0,0,40,2,5,100,0,0,,2,,,1,
12102113,1,12101113,王★梵天法链,元·10重,0,6,4,0,0,0,0,0,0,0,2366,4272,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,67,67,0,0,0,0,0,3268,4905,0,0,40,2,5,100,0,0,,2,,,1,
12102114,1,12101114,王★梵天法镯,元·10重,0,6,5,6,746,893,977,1244,0,0,1201,2168,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,342,0,81,81,0,0,27,816,0,2,5,100,0,0,,2,,,1,
12102115,1,12101115,王★梵天法戒,元·10重,0,6,7,8,882,1056,1155,1471,0,0,1420,2563,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,171,0,81,81,0,0,27,816,0,2,5,100,0,0,,2,,,1,
12102116,1,12101116,王★梵天法带,元·10重,0,6,10,0,678,812,889,1131,0,0,1092,1971,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,117,118,0,0,0,0,0,2042,3064,0,0,25,2,5,100,0,0,,2,,,1,
12102117,1,12101117,王★梵天法靴,元·10重,0,6,9,0,678,812,889,1131,0,0,1092,1971,0,0,0,175,192,4562,0,0,0,0,0,0,80,0,10,6,101,0,1687500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,84,84,0,0,0,0,50,2042,3064,0,0,0,2,5,100,0,0,,2,,,1,
12102118,1,12101118,王★封诰魅,元·11重,0,6,1,0,0,0,0,0,0,0,5463,9862,0,0,0,768,0,10138,0,0,0,0,0,0,80,0,11,6,101,0,7593750,1,0,0,0,0,9600,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610036,1,0,0,0,1138,0,156,0,0,0,52,1569,78,2,5,100,0,0,,2,,,1,
12102119,1,12101119,王★封诰法袍(男),元·11重,0,6,3,0,1629,1950,2134,2717,0,0,2622,4733,0,0,0,240,264,7603,0,0,0,0,0,0,80,0,11,6,101,200,4814438,1,0,0,0,0,7680,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610037,1,496,496,0,0,0,0,0,5755,8632,0,0,71,2,5,100,0,0,,2,,,1,
12102120,1,12101120,王★封诰法衣(女),元·11重,0,6,3,0,1629,1950,2134,2717,0,0,2622,4733,0,0,0,240,264,7603,0,0,0,0,0,0,80,0,11,6,101,201,4814438,1,0,0,0,0,7680,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610037,1,529,529,0,0,0,0,0,5755,8632,0,0,71,2,5,100,0,0,,2,,,1,
12102121,1,12101121,王★封诰法冠,元·12重,0,6,2,0,1222,1462,1600,2038,0,0,1966,3549,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,274,274,0,0,0,0,0,5359,8037,0,0,66,2,5,100,0,0,,2,,,1,
12102122,1,12101122,王★封诰法链,元·12重,0,6,4,0,0,0,0,0,0,0,3550,6409,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,109,109,0,0,0,0,0,5359,8037,0,0,66,2,5,100,0,0,,2,,,1,
12102123,1,12101123,王★封诰法镯,元·12重,0,6,5,6,1120,1341,1466,1868,0,0,1802,3253,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,557,0,132,132,0,0,44,1339,0,2,5,100,0,0,,2,,,1,
12102124,1,12101124,王★封诰法戒,元·12重,0,6,7,8,1324,1584,1734,2207,0,0,2130,3845,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,278,0,132,132,0,0,44,1339,0,2,5,100,0,0,,2,,,1,
12102125,1,12101125,王★封诰法带,元·12重,0,6,10,0,1018,1219,1333,1698,0,0,1638,2958,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,192,192,0,0,0,0,0,3348,5023,0,0,41,2,5,100,0,0,,2,,,1,
12102126,1,12101126,王★封诰法靴,元·12重,0,6,9,0,1018,1219,1333,1698,0,0,1638,2958,0,0,0,200,220,5068,0,0,0,0,0,0,80,0,12,6,101,0,3796875,1,0,0,0,0,5760,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,137,137,0,0,0,0,81,3348,5023,0,0,0,2,5,100,0,0,,2,,,1,
12102127,1,12101127,王★涅槃魅,元·13重,0,6,1,0,0,0,0,0,0,0,8194,14793,0,0,0,864,0,11149,0,0,0,0,0,0,80,0,13,6,101,0,11390625,1,0,0,0,0,19200,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610042,1,0,0,0,1931,0,256,0,0,0,85,2570,128,2,5,100,0,0,,2,,,1,
12102128,1,12101128,王★涅槃法袍(男),元·13重,0,6,3,0,2445,2926,3201,4076,0,0,3933,7100,0,0,0,270,297,8362,0,0,0,0,0,0,80,0,13,6,101,200,7221657,1,0,0,0,0,15360,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610043,1,835,835,0,0,0,0,0,9432,14148,0,0,117,2,5,100,0,0,,2,,,1,
12102129,1,12101129,王★涅槃法衣(女),元·13重,0,6,3,0,2445,2926,3201,4076,0,0,3933,7100,0,0,0,270,297,8362,0,0,0,0,0,0,80,0,13,6,101,201,7221657,1,0,0,0,0,15360,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610043,1,892,892,0,0,0,0,0,9432,14148,0,0,117,2,5,100,0,0,,2,,,1,
12102130,1,12101130,王★涅槃法冠,元·14重,0,6,2,0,1833,2194,2400,3057,0,0,2950,5325,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,437,437,0,0,0,0,0,8781,13171,0,0,109,2,5,100,0,0,,2,,,1,
12102131,1,12101131,王★涅槃法链,元·14重,0,6,4,0,0,0,0,0,0,0,5326,9615,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,174,174,0,0,0,0,0,8781,13171,0,0,109,2,5,100,0,0,,2,,,1,
12102132,1,12101132,王★涅槃法镯,元·14重,0,6,5,6,1680,2012,2201,2802,0,0,2704,4881,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,895,0,218,218,0,0,73,2193,0,2,5,100,0,0,,2,,,1,
12102133,1,12101133,王★涅槃法戒,元·14重,0,6,7,8,1986,2377,2601,3311,0,0,3195,5768,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,447,0,218,218,0,0,73,2193,0,2,5,100,0,0,,2,,,1,
12102134,1,12101134,王★涅槃法带,元·14重,0,6,10,0,1528,1829,2001,2547,0,0,2458,4437,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,306,306,0,0,0,0,0,5486,8232,0,0,68,2,5,100,0,0,,2,,,1,
12102135,1,12101135,王★涅槃法靴,元·14重,0,6,9,0,1528,1829,2001,2547,0,0,2458,4437,0,0,0,225,247,5574,0,0,0,0,0,0,80,0,14,6,101,0,5695313,1,0,0,0,0,11520,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,218,218,0,0,0,0,136,5486,8232,0,0,0,2,5,100,0,0,,2,,,1,
12103073,1,12101073,尊★天罡杖,元·1重,0,5,1,0,0,0,0,0,0,0,720,1299,0,0,0,192,0,16442,0,0,0,120,360,0,80,0,1,6,101,0,45000,1,0,0,475200,1620,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610006,1,0,0,0,106,0,14,0,0,0,5,158,7,1,3,100,0,0,,3,,,1,
12103074,1,12101074,尊★天罡法袍(男),元·1重,0,5,3,0,214,256,281,357,0,0,345,623,0,0,0,114,132,12328,0,0,0,0,0,0,80,0,1,6,101,200,33750,1,0,0,399600,1296,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610007,1,46,46,0,0,0,0,0,584,875,0,0,7,1,3,100,0,0,,3,,,1,
12103075,1,12101075,尊★天罡法衣(女),元·1重,0,5,3,0,214,256,281,357,0,0,345,623,0,0,0,114,132,12328,0,0,0,0,0,0,80,0,1,6,101,201,33750,1,0,0,399600,1296,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610007,1,49,49,0,0,0,0,0,584,875,0,0,7,1,3,100,0,0,,3,,,1,
12103076,1,12101076,尊★天罡盔,元·2重,0,5,2,0,160,191,209,267,0,0,258,466,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,28,28,0,0,0,0,0,544,815,0,0,6,1,3,100,0,0,,3,,,1,
12103077,1,12101077,尊★天罡链,元·2重,0,5,4,0,0,0,0,0,0,0,467,844,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,11,11,0,0,0,0,0,544,815,0,0,6,1,3,100,0,0,,3,,,1,
12103078,1,12101078,尊★天罡镯,元·2重,0,5,5,6,146,176,192,245,0,0,237,427,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,58,0,11,11,0,0,4,135,0,1,3,100,0,0,,3,,,1,
12103079,1,12101079,尊★天罡戒,元·2重,0,5,7,8,173,208,227,290,0,0,280,505,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,29,0,11,11,0,0,4,135,0,1,3,100,0,0,,3,,,1,
12103080,1,12101080,尊★天罡带,元·2重,0,5,10,0,133,160,174,223,0,0,215,388,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,19,19,0,0,0,0,0,339,509,0,0,3,1,3,100,0,0,,3,,,1,
12103081,1,12101081,尊★天罡靴,元·2重,0,5,9,0,133,160,174,223,0,0,215,388,0,0,0,95,110,8220,0,0,0,0,0,0,80,0,2,6,101,0,27000,1,0,0,324000,0,0,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,14,14,0,0,0,0,5,339,509,0,0,0,1,3,100,0,0,,3,,,1,
12103082,1,12101082,尊★元始碧轮,元·3重,0,5,1,0,0,0,0,0,0,0,1079,1948,0,0,0,384,0,22276,0,0,0,80,480,0,80,0,3,6,101,0,450000,1,0,0,0,0,900,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610013,1,0,0,0,179,0,25,0,0,0,8,259,12,1,3,100,0,0,,3,,,1,
12103083,1,12101083,尊★元始法袍(男),元·3重,0,5,3,0,321,385,421,536,0,0,517,934,0,0,0,228,264,16705,0,0,0,0,0,0,80,0,3,6,101,200,337500,1,0,0,0,0,720,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610012,1,78,78,0,0,0,0,0,956,1437,0,0,11,1,3,100,0,0,,3,,,1,
12103084,1,12101084,尊★元始法衣(女),元·3重,0,5,3,0,321,385,421,536,0,0,517,934,0,0,0,228,264,16705,0,0,0,0,0,0,80,0,3,6,101,201,337500,1,0,0,0,0,720,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610012,1,83,83,0,0,0,0,0,956,1437,0,0,11,1,3,100,0,0,,3,,,1,
12103085,1,12101085,尊★元始金冠,元·4重,0,5,2,0,241,288,315,402,0,0,388,700,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,46,46,0,0,0,0,0,889,1336,0,0,10,1,3,100,0,0,,3,,,1,
12103086,1,12101086,尊★元始法链,元·4重,0,5,4,0,0,0,0,0,0,0,701,1266,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,18,18,0,0,0,0,0,889,1336,0,0,10,1,3,100,0,0,,3,,,1,
12103087,1,12101087,尊★元始法镯,元·4重,0,5,5,6,221,264,288,368,0,0,355,641,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,95,0,20,20,0,0,7,221,0,1,3,100,0,0,,3,,,1,
12103088,1,12101088,尊★元始法戒,元·4重,0,5,7,8,261,312,342,435,0,0,420,759,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,47,0,20,20,0,0,7,221,0,1,3,100,0,0,,3,,,1,
12103089,1,12101089,尊★元始法带,元·4重,0,5,10,0,200,240,263,335,0,0,323,584,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,32,32,0,0,0,0,0,555,835,0,0,6,1,3,100,0,0,,3,,,1,
12103090,1,12101090,尊★元始仙履,元·4重,0,5,9,0,200,240,263,335,0,0,323,584,0,0,0,190,220,11135,0,0,0,0,0,0,80,0,4,6,101,0,270000,1,0,0,0,0,540,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,22,23,0,0,0,0,11,555,835,0,0,0,1,3,100,0,0,,3,,,1,
12103091,1,12101091,尊★溯流墨霜,元·5重,0,6,1,0,0,0,0,0,0,0,1619,2922,0,0,0,480,0,28455,0,0,0,100,600,0,80,0,5,6,101,0,1125000,1,0,0,0,0,1800,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610019,1,0,0,0,299,0,40,0,0,0,14,426,20,1,4,100,0,0,,3,,,1,
12103092,1,12101092,尊★溯流甲(男),元·5重,0,6,3,0,482,577,631,804,0,0,776,1401,0,0,0,285,330,21340,0,0,0,0,0,0,80,0,5,6,101,200,720000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610018,1,131,131,0,0,0,0,0,1569,2352,0,0,19,1,4,100,0,0,,3,,,1,
12103093,1,12101093,尊★溯流衣(女),元·5重,0,6,3,0,482,577,631,804,0,0,776,1401,0,0,0,285,330,21340,0,0,0,0,0,0,80,0,5,6,101,201,720000,1,0,0,0,0,1440,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610018,1,139,139,0,0,0,0,0,1569,2352,0,0,19,1,4,100,0,0,,3,,,1,
12103094,1,12101094,尊★溯流盔,元·6重,0,6,2,0,361,433,473,603,0,0,582,1050,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,76,76,0,0,0,0,0,1460,2191,0,0,18,1,4,100,0,0,,3,,,1,
12103095,1,12101095,尊★溯流链,元·6重,0,6,4,0,0,0,0,0,0,0,1051,1898,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,30,30,0,0,0,0,0,1460,2191,0,0,18,1,4,100,0,0,,3,,,1,
12103096,1,12101096,尊★溯流腕,元·6重,0,6,5,6,331,397,433,553,0,0,533,963,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,155,0,34,34,0,0,12,362,0,1,4,100,0,0,,3,,,1,
12103097,1,12101097,尊★溯流戒,元·6重,0,6,7,8,391,469,512,653,0,0,630,1138,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,77,0,34,34,0,0,12,362,0,1,4,100,0,0,,3,,,1,
12103098,1,12101098,尊★溯流腰,元·6重,0,6,10,0,301,360,394,502,0,0,485,876,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,53,53,0,0,0,0,0,912,1368,0,0,10,1,4,100,0,0,,3,,,1,
12103099,1,12101099,尊★溯流靴,元·6重,0,6,9,0,301,360,394,502,0,0,485,876,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,562500,1,0,0,0,0,1080,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,37,37,0,0,0,0,20,912,1368,0,0,0,1,4,100,0,0,,3,,,1,
12103100,1,12101100,尊★天伤青岚,元·7重,0,6,1,0,0,0,0,0,0,0,2428,4382,0,0,0,576,0,32501,0,0,0,120,720,0,80,0,7,6,101,0,2250000,1,0,0,0,0,3600,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610025,1,0,0,0,497,0,69,0,0,0,23,699,34,2,5,100,0,0,,3,,,1,
12103101,1,12101101,尊★天伤铠(男),元·7重,0,6,3,0,723,866,947,1207,0,0,1164,2102,0,0,0,342,396,24374,0,0,0,0,0,0,80,0,7,6,101,200,1426500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610024,1,217,217,0,0,0,0,0,2571,3856,0,0,31,2,5,100,0,0,,3,,,1,
12103102,1,12101102,尊★天伤衣(女),元·7重,0,6,3,0,723,866,947,1207,0,0,1164,2102,0,0,0,342,396,24374,0,0,0,0,0,0,80,0,7,6,101,201,1426500,1,0,0,0,0,2880,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,610024,1,232,232,0,0,0,0,0,2571,3856,0,0,31,2,5,100,0,0,,3,,,1,
12103103,1,12101103,尊★天伤盔,元·8重,0,6,2,0,542,649,710,904,0,0,873,1576,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,1125000,1,0,0,0,0,2160,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,124,124,0,0,0,0,0,2393,3591,0,0,29,2,5,100,0,0,,3,,,1,
12103104,1,12101104,尊★天伤链,元·8重,0,6,4,0,0,0,0,0,0,0,1577,2847,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,1125000,1,0,0,0,0,2160,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,49,49,0,0,0,0,0,2393,3591,0,0,29,2,5,100,0,0,,3,,,1,
12103105,1,12101105,尊★天伤镯,元·8重,0,6,5,6,497,595,652,830,0,0,801,1445,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,1125000,1,0,0,0,0,2160,0,0,1,1,0,0,0,0,null,合成,0,0,0,0,0,1,0,0,0,252,0,57,57,0,0,20,596,0,2,5,100,0,0,,3,,,1,
