#v110,,,,新增,新增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用类型ID,掉落货币数值,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,背包名称,角色,颜色,装备类别,装备类别2,最小物防,最大物防,最小魔防,最大魔防,最小物理攻击,最大物理攻击,最小魔法攻击,最大魔法攻击,最小道术攻击,最大道术攻击,幸运,准确,闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,暴击率,暴击力,掉落守护,等级限制,出售价格,转生等级限制,品质,职业,性别,帮会捐献值,摧毁提示,装备内功,回收金币,回收经验,回收朱雀,回收元宝,是否可使用,能否摧毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径,绑定类型,一键使用,礼包id,特殊属性表id,外观资源,贵重物品,物防附加值,魔防附加值,物理攻击附加值,魔法攻击附加值,道术攻击附加值,准确附加值,闪避附加值,HP上限附加最大值,MP上限附加最大值,暴击几率附加最大值,暴击力附加最大值,韧性附加最大值,附加值最小个数,附加值最大个数,物品爆率权重,装备套装ID,套装属性描述,触发BUFF ID,装备种类
#type_id,sub_type,icon_id,name,name,0,color,equip_type,equip_type2,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔法攻击）,mc2,sc（道术攻击）,sc2,luck,accuracy,dodge,max_hp,max_mp,max_hp_pres,max_mp_pres,baoji_prob,baoji_pres,drop_luck,needlevel,price,need_zslevel,equip_level,job,gender,equip_contribute,destory_show,add_power,recycle_money,recycle_exp,recycle_xuefu,,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source,bind_type,,,,,,,,,,,,,,,,,,,,,,,,
12101044,1,12101044,炎狱腰带,元·50级,0,3,10,0,57,87,130,198,0,0,43,87,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3,101,0,0,1,0,0,3200,80,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101045,1,12101045,炎狱靴子,元·50级,0,3,9,0,40,63,91,141,0,0,43,87,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3,101,0,0,1,0,0,3200,80,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101046,1,12101046,浮图法杖,元·60级,0,3,1,0,0,0,0,0,0,0,457,914,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,4800,1,0,0,4800,260,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101047,1,12101047,七宝天袍(男),元·60级,0,3,3,0,243,364,546,820,0,0,101,202,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,200,2400,1,0,0,4000,208,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101048,1,12101048,七宝天衣(女),元·60级,0,3,3,0,243,364,546,820,0,0,101,202,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,201,2400,1,0,0,4000,208,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101049,1,12101040,魔天头盔,元·60级,0,3,2,0,120,181,271,409,0,0,63,126,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101050,1,12101041,魔天项链,元·60级,0,3,4,0,0,0,0,0,0,0,189,380,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101051,1,12101042,魔天手镯,元·60级,0,3,5,6,48,72,108,163,0,0,202,405,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101052,1,12101043,魔天戒指,元·60级,0,3,7,8,0,0,0,0,0,0,101,202,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101053,1,12101044,魔天腰带,元·60级,0,3,10,0,84,127,190,288,0,0,63,126,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101054,1,12101045,魔天靴子,元·60级,0,3,9,0,60,90,135,204,0,0,63,126,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,101,0,500,1,0,0,3200,166,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101055,1,12101046,九天法杖,元·70级,0,4,1,0,0,0,0,0,0,0,625,1251,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,12000,1,0,0,33600,330,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101056,1,12101047,魔天魂袍(男),元·70级,0,4,3,0,333,499,748,1125,0,0,138,278,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,200,6300,1,0,0,28000,264,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101057,1,12101048,魔天魂衣(女),元·70级,0,4,3,0,333,499,748,1125,0,0,138,278,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,201,1500,1,0,0,28000,264,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101058,1,12101058,斗魂法盔,元·70级,0,4,2,0,165,249,373,562,0,0,86,173,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101059,1,12101059,斗魂法链,元·70级,0,4,4,0,0,0,0,0,0,0,259,521,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101060,1,12101060,斗魂法镯,元·70级,0,4,5,6,66,99,148,225,0,0,277,556,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101061,1,12101061,斗魂法戒,元·70级,0,4,7,8,0,0,0,0,0,0,138,278,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101062,1,12101062,斗魂法带,元·70级,0,4,10,0,115,174,261,393,0,0,86,173,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101063,1,12101063,斗魂法靴,元·70级,0,4,9,0,82,124,186,280,0,0,86,173,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,101,0,1500,1,0,0,22500,211,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101064,1,12101064,含影定光,元·80级,0,4,1,0,0,0,0,0,0,0,821,1646,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,50000,1,0,0,100000,480,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101065,1,12101065,紫衫龙甲(男),元·80级,0,4,3,0,438,657,985,1477,0,0,182,365,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,200,25000,1,0,0,84000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101066,1,12101066,紫衫龙衣(女),元·80级,0,4,3,0,438,657,985,1477,0,0,182,365,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,201,6000,1,0,0,84000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101067,1,12101058,皓月头盔,元·80级,0,4,2,0,219,327,492,738,0,0,113,228,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101068,1,12101059,皓月项链,元·80级,0,4,4,0,0,0,0,0,0,0,341,685,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101069,1,12101060,皓月手镯,元·80级,0,4,5,6,87,130,195,294,0,0,364,730,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101070,1,12101061,皓月法戒,元·80级,0,4,7,8,0,0,0,0,0,0,182,365,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101071,1,12101062,皓月腰带,元·80级,0,4,10,0,153,229,343,517,0,0,113,228,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101072,1,12101063,皓月法靴,元·80级,0,4,9,0,108,163,244,369,0,0,113,228,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,101,0,6000,1,0,0,67500,307,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,1
12101073,1,12101073,天罡杖,元·1重,0,5,1,0,0,0,0,0,0,0,1044,2092,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,5,101,0,150000,1,0,0,200000,600,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610006,1,0,0,0,99,0,10,0,0,0,22,110,22,0,1,100,0,0,,1
12101074,1,12101074,天罡法袍(男),元·1重,0,5,3,0,556,835,1252,1881,0,0,231,464,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,5,101,200,70000,1,0,0,165000,480,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610007,1,40,40,0,0,0,0,0,406,608,0,0,20,0,1,100,0,0,,1
12101075,1,12101075,天罡法衣(女),元·1重,0,5,3,0,556,835,1252,1881,0,0,231,464,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,5,101,201,70000,1,0,0,165000,480,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610007,1,40,40,0,0,0,0,0,406,608,0,0,20,0,1,100,0,0,,1
12101076,1,12101076,天罡盔,元·2重,0,5,2,0,345,519,775,1167,0,0,180,360,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,37,37,0,0,0,0,0,378,566,0,0,18,0,1,100,0,0,,1
12101077,1,12101077,天罡链,元·2重,0,5,4,0,0,0,0,0,0,0,540,1081,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,37,37,0,0,0,0,0,378,566,0,0,18,0,1,100,0,0,,1
12101078,1,12101078,天罡镯,元·2重,0,5,5,6,138,207,310,465,0,0,576,1153,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,85,0,8,8,0,0,18,94,0,0,1,100,0,0,,1
12101079,1,12101079,天罡戒,元·2重,0,5,7,8,0,0,0,0,0,0,288,576,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,85,0,8,8,0,0,18,94,0,0,1,100,0,0,,1
12101080,1,12101080,天罡带,元·2重,0,5,10,0,240,363,541,816,0,0,180,360,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,23,23,0,0,0,0,0,236,354,0,0,10,0,1,100,0,0,,1
12101081,1,12101081,天罡靴,元·2重,0,5,9,0,171,258,387,582,0,0,180,360,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,5,101,0,20000,1,0,0,135000,384,0,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,23,23,0,0,0,0,4,236,354,0,0,0,0,1,100,0,0,,1
12101082,1,12101082,元始碧轮,元·3重,0,5,1,0,0,0,0,0,0,0,1574,3150,0,0,0,0,0,0,0,0,0,0,0,0,80,0,3,5,101,0,980000,1,0,0,0,0,400,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610013,1,0,0,0,163,0,18,0,0,0,36,180,36,0,1,100,0,0,,1
12101083,1,12101083,元始法袍(男),元·3重,0,5,3,0,840,1260,1890,2835,0,0,349,699,0,0,0,0,0,0,0,0,0,0,0,0,80,0,3,5,101,200,490000,1,0,0,0,0,320,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610012,1,66,66,0,0,0,0,0,664,998,0,0,32,0,1,100,0,0,,1
12101084,1,12101084,元始法衣(女),元·3重,0,5,3,0,840,1260,1890,2835,0,0,349,699,0,0,0,0,0,0,0,0,0,0,0,0,80,0,3,5,101,201,490000,1,0,0,0,0,320,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610012,1,66,66,0,0,0,0,0,664,998,0,0,32,0,1,100,0,0,,1
12101085,1,12101085,元始金冠,元·4重,0,5,2,0,501,751,1126,1692,0,0,260,522,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,61,61,0,0,0,0,0,618,928,0,0,30,0,1,100,0,0,,1
12101086,1,12101086,元始法链,元·4重,0,5,4,0,0,0,0,0,0,0,783,1568,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,61,61,0,0,0,0,0,618,928,0,0,30,0,1,100,0,0,,1
12101087,1,12101087,元始法镯,元·4重,0,5,5,6,199,300,450,675,0,0,835,1673,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,139,0,14,14,0,0,30,154,0,0,1,100,0,0,,1
12101088,1,12101088,元始法戒,元·4重,0,5,7,8,0,0,0,0,0,0,417,836,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,139,0,14,14,0,0,30,154,0,0,1,100,0,0,,1
12101089,1,12101089,元始法带,元·4重,0,5,10,0,351,525,789,1183,0,0,260,522,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,38,38,0,0,0,0,0,386,580,0,0,18,0,1,100,0,0,,1
12101090,1,12101090,元始仙履,元·4重,0,5,9,0,249,375,562,846,0,0,260,522,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,5,101,0,160000,1,0,0,0,0,240,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,38,38,0,0,0,0,8,386,580,0,0,0,0,1,100,0,0,,1
12101091,1,12101091,溯流墨霜,元·5重,0,5,1,0,0,0,0,0,0,0,2212,4431,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,5,101,0,1900000,1,0,0,0,0,800,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610019,1,0,0,0,267,0,28,0,0,0,58,296,58,0,2,100,0,0,,1
12101092,1,12101092,溯流甲(男),元·5重,0,5,3,0,1179,1771,2655,3987,0,0,490,984,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,5,101,200,950000,1,0,0,0,0,640,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610018,1,109,109,0,0,0,0,0,1090,1634,0,0,54,0,2,100,0,0,,1
12101093,1,12101093,溯流衣(女),元·5重,0,5,3,0,1179,1771,2655,3987,0,0,490,984,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,5,101,201,950000,1,0,0,0,0,640,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610018,1,109,109,0,0,0,0,0,1090,1634,0,0,54,0,2,100,0,0,,1
12101094,1,12101094,溯流盔,元·6重,0,5,2,0,687,1029,1545,2317,0,0,356,715,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,101,101,0,0,0,0,0,1014,1522,0,0,50,0,2,100,0,0,,1
12101095,1,12101095,溯流链,元·6重,0,5,4,0,0,0,0,0,0,0,1072,2146,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,101,101,0,0,0,0,0,1014,1522,0,0,50,0,2,100,0,0,,1
12101096,1,12101096,溯流腕,元·6重,0,5,5,6,273,411,616,927,0,0,1144,2290,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,228,0,24,24,0,0,50,252,0,0,2,100,0,0,,1
12101097,1,12101097,溯流戒,元·6重,0,5,7,8,0,0,0,0,0,0,571,1145,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,228,0,24,24,0,0,50,252,0,0,2,100,0,0,,1
12101098,1,12101098,溯流腰,元·6重,0,5,10,0,480,720,1080,1621,0,0,356,715,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,63,63,0,0,0,0,0,634,950,0,0,30,0,2,100,0,0,,1
12101099,1,12101099,溯流靴,元·6重,0,5,9,0,342,514,771,1158,0,0,356,715,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,5,101,0,320000,1,0,0,0,0,480,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,63,63,0,0,0,0,14,634,950,0,0,0,0,2,100,0,0,,1
12101100,1,12101100,天伤青岚,元·7重,0,5,1,0,0,0,0,0,0,0,2965,5934,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,5,101,0,3400000,1,0,0,0,0,1600,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610025,1,0,0,0,438,0,48,0,0,0,96,486,96,0,3,100,0,0,,1
12101101,1,12101101,天伤铠(男),元·7重,0,5,3,0,1581,2371,3559,5337,0,0,658,1317,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,5,101,200,1700000,1,0,0,0,0,1280,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610024,1,178,178,0,0,0,0,0,1786,2678,0,0,88,0,3,100,0,0,,1
12101102,1,12101102,天伤衣(女),元·7重,0,5,3,0,1581,2371,3559,5337,0,0,658,1317,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,5,101,201,1700000,1,0,0,0,0,1280,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610024,1,178,178,0,0,0,0,0,1786,2678,0,0,88,0,3,100,0,0,,1
12101103,1,12101103,天伤盔,元·8重,0,5,2,0,901,1353,2029,3046,0,0,470,940,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,166,166,0,0,0,0,0,1662,2494,0,0,82,0,3,100,0,0,,1
12101104,1,12101104,天伤链,元·8重,0,5,4,0,0,0,0,0,0,0,1410,2822,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,166,166,0,0,0,0,0,1662,2494,0,0,82,0,3,100,0,0,,1
12101105,1,12101105,天伤镯,元·8重,0,5,5,6,360,540,810,1216,0,0,1504,3009,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,374,0,40,40,0,0,82,414,0,0,3,100,0,0,,1
12101106,1,12101106,天伤戒,元·8重,0,5,7,8,0,0,0,0,0,0,751,1504,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,374,0,40,40,0,0,82,414,0,0,3,100,0,0,,1
12101107,1,12101107,天伤带,元·8重,0,5,10,0,630,948,1419,2133,0,0,470,940,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,103,103,0,0,0,0,0,1038,1558,0,0,50,0,3,100,0,0,,1
12101108,1,12101108,天伤靴,元·8重,0,5,9,0,450,676,1014,1522,0,0,470,940,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,5,101,0,640000,1,0,0,0,0,960,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,103,103,0,0,0,0,24,1038,1558,0,0,0,0,3,100,0,0,,1
12101109,1,12101109,梵天冥,元·9重,0,5,1,0,0,0,0,0,0,0,3828,7660,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,5,101,0,6500000,1,0,0,0,0,3200,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610031,1,0,0,0,718,0,78,0,0,0,158,798,158,0,4,100,0,0,,1
12101110,1,12101110,梵天法袍(男),元·9重,0,5,3,0,2043,3063,4599,6894,0,0,849,1701,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,5,101,200,3300000,1,0,0,0,0,2560,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610030,1,292,292,0,0,0,0,0,2926,4390,0,0,146,0,4,100,0,0,,1
12101111,1,12101111,梵天法衣(女),元·9重,0,5,3,0,2043,3063,4599,6894,0,0,849,1701,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,5,101,201,3300000,1,0,0,0,0,2560,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610030,1,292,292,0,0,0,0,0,2926,4390,0,0,146,0,4,100,0,0,,1
12101112,1,12101112,梵天法冠,元·10重,0,5,2,0,1147,1720,2583,3871,0,0,596,1195,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,272,272,0,0,0,0,0,2724,4088,0,0,136,0,4,100,0,0,,1
12101113,1,12101113,梵天法链,元·10重,0,5,4,0,0,0,0,0,0,0,1791,3586,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,272,272,0,0,0,0,0,2724,4088,0,0,136,0,4,100,0,0,,1
12101114,1,12101114,梵天法镯,元·10重,0,5,5,6,459,687,1032,1548,0,0,1911,3825,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,613,0,68,68,0,0,136,680,0,0,4,100,0,0,,1
12101115,1,12101115,梵天法戒,元·10重,0,5,7,8,0,0,0,0,0,0,955,1912,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,0,0,0,613,0,68,68,0,0,136,680,0,0,4,100,0,0,,1
12101116,1,12101116,梵天法带,元·10重,0,5,10,0,802,1204,1806,2710,0,0,596,1195,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,170,170,0,0,0,0,0,1702,2554,0,0,84,0,4,100,0,0,,1
12101117,1,12101117,梵天法靴,元·10重,0,5,9,0,573,859,1291,1935,0,0,596,1195,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,5,101,0,1280000,1,0,0,0,0,1920,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,0,1,170,170,0,0,0,0,42,1702,2554,0,0,0,0,4,100,0,0,,1
12101118,1,12101118,封诰魅,元·11重,0,5,1,0,0,0,0,0,0,0,4764,9609,0,0,0,0,0,0,0,0,0,0,0,0,80,0,11,5,101,0,13000000,1,0,0,0,0,6400,0,0,1,1,0,0,0,0,null,boss掉落,0,0,0,0,610036,1,0,0,0,1177,0,130,0,0,0,260,1308,260,0,5,100,0,0,,1
