序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
502,0452ZAjCqjuHi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
503,045345RcDbstq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
504,0453RXuaQC5qL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
505,04548rXbS8YJe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
506,0454DBj2KtT6u,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
507,0454gkSJM5DCP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
508,0454vwMqvv7Vs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
509,0455FkUjz45V4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
510,0456FVgssdKSK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
511,0456g8L27Apek,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
512,0456jQK7W5uD8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
513,0456vhyuAZ6rs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
514,0456yKJQehesn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
515,04572zARkg5YA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
516,0457J8GbSbtpA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
517,0457K4nvZz53A,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
518,045828N7G3w46,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
519,0458Qxdq5J7zc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
520,0459CY7Jdm8Mb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
521,0459kt7gb3pP3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
522,0459VECJMSOd3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
523,045a3jnZSTHBg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
524,045Aa7xKiL8L3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
525,045AGWKdBXLe4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
526,045amJJpCzRLV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
527,045aRZFZX4sFw,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
528,045AwMqypJV3X,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
529,045b4gz4P3CdN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
530,045bDCnW8FQxG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
531,045BDvy2KBW85,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
532,045BHpckACGc6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
533,045bLaMYdM4mM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
534,045Bm5f342bTG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
535,045BN6vEdikgr,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
536,045BW8hrXZAWq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
537,045bxseCZRV7X,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
538,045C3NKRWsyxV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
539,045cbL9ArTvG9,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
540,045cUXWbzzDCB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
541,045CxeH9jMubu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
542,045Cxs7aZmQpG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
543,045CyvtGADYYO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
544,045cZ4SXUu8tX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
545,045DvjkLEJbqJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
546,045DwKnGTYGQ6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
547,045emjABExukZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
548,045EP4bn5UZet,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
549,045EXaKGk38GD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
550,045fg79F8ef3h,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
551,045FsVk827vim,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
552,045FtcBK4eMYK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
553,045FTCQcnTMy3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
554,045gAk6M4QkBS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
555,045gfF6ZXRU2b,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
556,045gfgxhrXZEp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
557,045gMncjWdibg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
558,045gn5O7xGsN5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
559,045GNBYdfwssG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
560,045gV5MWMpKpC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
561,045gzTfLfyRXK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
562,045HD83mVfUy2,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
563,045i3VFF3rmnJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
564,045if7cnx5XHa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
565,045iFNz245ZHc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
566,045iiOb5b8MHY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
567,045j3bKvRLefZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
568,045j63RcQTcUR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
569,045JBWpbOFXLL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
570,045JCpyGiGbKp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
571,045JHcAktBafu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
572,045jJqQeHQVcz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
573,045jqxDVxAQqD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
574,045jtwb5duaem,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
575,045JxDDCWhDhq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
576,045jYKGNQi962,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
577,045jzWLMCGYiE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
578,045K3kD8k4CRS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
579,045KcXRF4Qz8p,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
580,045KmKC6AJfTi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
581,045kNxjRa7zyG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
582,045KqB7tPVYQD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
583,045kRd3P6Drc7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
584,045kUCniCu3qj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
585,045KvUw6NLyym,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
586,045L2st2qA9Mk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
587,045L4VgzhGPR6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
588,045L9AHhn6t9W,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
589,045LCDB33WEgK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
590,045LmcVdDT2gG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
591,045LnZuv9EQfq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
592,045mfXdbhPjnA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
593,045MhDC7DsSFE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
594,045mHehgZ2OQ8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
595,045mMUY2RpLVd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
596,045MPD8OiGDGk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
597,045nGahg46Jt5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
598,045NOg6UGhdCM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
599,045npKLu5eMfZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
600,045NRtJXFy3UY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
601,045NV6Zw4dhBR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
602,045nXbjySJ2qB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
603,045nY65uVrT2h,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
604,045pHhet9zOWz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
605,045pibwMW5wjJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
606,045pjSMnSXB9d,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
607,045PkebJwCXHW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
608,045pmDz4kFK6p,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
609,045pmFMfqxFWJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
610,045pNgDSTKGOu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
611,045PpkeYc87wc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
612,045psgU9wKgPc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
613,045pSqFhyZ2JL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
614,045Q6DDV2KjUc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
615,045QDemSkM73P,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
616,045QJjJwQ9cSR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
617,045Qse4g2pHsT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
618,045qTZySjtxP5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
619,045r2TvXXqKVT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
620,045rbJeR5wRt7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
621,045rerAOXJS9S,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
622,045Riw9cUDQh9,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
623,045rJhQKKRU28,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
624,045rjv8ZC4Bng,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
625,045Rwi5suiDAB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
626,045RWXgT7GjM4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
627,045s5FuYTQOrn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
628,045S9nix7yDfC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
629,045sd5wePgQXK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
630,045sEAhZtDHVS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
631,045SeB7rNyGDd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
632,045seXeDLm68L,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
633,045SkFOPZCaOd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
634,045srcZrGgRNN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
635,045TxteWTkm98,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
636,045u6t6sybynD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
637,045UCtEMsgaB4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
638,045udW2aAeiHC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
639,045ueyOuAdLPY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
640,045UjkyHwtBrK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
641,045URUSeq9qvJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
642,045VGWvwywbeb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
643,045vhYNJ3qM7a,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
644,045VxqsQaOmek,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
645,045W9hfgmT3Er,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
646,045wAE3ApQv5E,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
647,045WAujY73YhV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
648,045Wj4kPFWt9q,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
649,045WPzGgvQ3Qp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
650,045X3tFdwfmNA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
651,045Xb8RxciY3j,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
652,045XEN88d5KVJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
653,045xgafPKGpUJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
654,045XqF92R7Kv4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
655,045XRRZUDmjfi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
656,045xW73g7jmaF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
657,045y5f9rURAzT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
658,045YbXfZrLAbx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
659,045YF775xMVaA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
660,045YtKc7zQvfq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
661,045Ywm2YX3UbW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
662,045Z5QEa9jWZq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
663,045zChhdfQHUZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
664,045zH2w4hTQm8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
665,045zONtb8L6hz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
666,045ZTRe8zGfsy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
667,045zzJYZaLEA9,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
668,0462bEpLsBeF3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
669,0462F7etqeAwX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
670,0462mESVR5z4w,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
671,0462MRPMBEENz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
672,0462Qzc8m4vNN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
673,0463aMRS3Hxbn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
674,0463BZsp4dvED,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
675,0463SPg8TZm7i,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
676,0463vkZPn8ciU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
677,0464dutiGFyhX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
678,0464q68Udw3bT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
679,0465bxyP55caN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
680,0465c7G2KAUEL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
681,0465g6Th5SwGw,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
682,0465ny9yCLarq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
683,0466e8OJYqicZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
684,0466ecppUAcZb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
685,04674ByiyrmPE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
686,0467j9yVMY5sW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
687,0467qQbXFNqRX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
688,0467QrYGz6ROg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
689,0468GJXiHTCiC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
690,0468iWAffBGK7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
691,0468mAQBHsQRz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
692,0468QV86SvYmx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
693,0468zshkYqHFz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
694,04694WWTP3s2T,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
695,0469iinp4QN3b,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
696,0469ubZPQXHSm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
697,046A3OG3rBdLz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
698,046abxkepDBms,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
699,046aCDXn8Cmkm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
700,046adsjWCxSuG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
701,046AGnb84jkRx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
702,046AJVwOKqQyQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
703,046AmdzMftWJL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
704,046aMMYdpzgOz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
705,046aTjrBUkDJ8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
706,046aYHAC956xd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
707,046ayQMqKTgc7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
708,046b8BM4y4PJH,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
709,046b9m2vgyEqN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
710,046BdJ5MzaOhT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
711,046bsUUPDTSwW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
712,046C79H4XJUjr,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
713,046cbjv6tkMRM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
714,046citNQP2Jcq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
715,046cSAfiAgVTM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
716,046d63sRPaUC7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
717,046dBdD5aQWK3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
718,046DMAqxmttLX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
719,046duVGX8epzJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
720,046DYphqUMgmp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
721,046e5cEVEMrVD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
722,046ebKDWFQXau,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
723,046EeXLSJSYjb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2025-04-13 00:00:00",5
